CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,CO(GT)_t+1h,CO(GT)_t+6h,CO(GT)_t+12h,CO(GT)_t+24h,CO(GT)_t-1h,CO(GT)_t-2h,CO(GT)_t-3h,CO(GT)_roll_mean_3h,CO(GT)_roll_std_3h,CO(GT)_roll_mean_6h,CO(GT)_roll_std_6h,CO(GT)_roll_mean_12h,CO(GT)_roll_std_12h,weekday,month,hour,weekday_sin,weekday_cos,hour_sin,hour_cos
0.8,1125.0,16.6,1199.0,171.0,601.0,97.0,1850.0,1304.0,21.6,40.9,1.0468,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,3,7,7,0.4338837391175582,-0.900968867902419,0.9659258262890684,-0.2588190451025206
0.8,1281.0,26.6,1469.0,287.0,491.0,136.0,2179.0,1669.0,24.0,36.6,1.0763,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,3,7,8,0.4338837391175582,-0.900968867902419,0.8660254037844387,-0.4999999999999998
0.8,1145.0,17.9,1238.0,230.0,600.0,140.0,1809.0,1507.0,26.8,29.5,1.0209,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,3,7,9,0.4338837391175582,-0.900968867902419,0.7071067811865476,-0.7071067811865475
0.8,1088.0,17.9,1238.0,261.0,654.0,171.0,1709.0,1359.0,31.8,19.4,0.8936,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,3,7,10,0.4338837391175582,-0.900968867902419,0.4999999999999999,-0.8660254037844387
0.8,1043.0,14.0,1117.0,178.0,742.0,150.0,1586.0,1076.0,34.4,16.6,0.8892,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,3,7,11,0.4338837391175582,-0.900968867902419,0.258819045102521,-0.9659258262890682
0.8,998.0,10.1,981.0,116.0,786.0,117.0,1480.0,797.0,35.3,16.7,0.9402,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,3,7,12,0.4338837391175582,-0.900968867902419,1.2246467991473532e-16,-1.0
0.8,998.0,9.5,958.0,96.0,800.0,106.0,1484.0,677.0,36.4,16.8,1.0033,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,3,7,13,0.4338837391175582,-0.900968867902419,-0.2588190451025208,-0.9659258262890684
0.8,960.0,7.1,860.0,83.0,887.0,95.0,1417.0,559.0,34.8,19.5,1.0667,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,3,7,14,0.4338837391175582,-0.900968867902419,-0.4999999999999998,-0.8660254037844388
0.8,1062.0,12.3,1060.0,120.0,725.0,137.0,1601.0,830.0,38.6,16.1,1.0853,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,3,7,15,0.4338837391175582,-0.900968867902419,-0.7071067811865471,-0.7071067811865479
0.8,1050.0,11.7,1039.0,108.0,756.0,129.0,1558.0,734.0,38.5,16.5,1.1037,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,3,7,16,0.4338837391175582,-0.900968867902419,-0.8660254037844384,-0.5000000000000004
0.8,1096.0,12.8,1078.0,115.0,713.0,135.0,1600.0,801.0,37.4,18.1,1.1467,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,3,7,17,0.4338837391175582,-0.900968867902419,-0.9659258262890684,-0.2588190451025206
0.8,1081.0,14.0,1117.0,102.0,689.0,127.0,1668.0,828.0,35.7,19.8,1.1399,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,3,7,18,0.4338837391175582,-0.900968867902419,-1.0,-1.8369701987210294e-16
0.8,1096.0,13.9,1112.0,118.0,687.0,122.0,1694.0,865.0,32.0,24.9,1.1663,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,3,7,19,0.4338837391175582,-0.900968867902419,-0.9659258262890684,0.2588190451025203
0.8,1051.0,11.7,1039.0,107.0,720.0,118.0,1641.0,916.0,29.7,28.1,1.1544,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,3,7,20,0.4338837391175582,-0.900968867902419,-0.8660254037844386,0.5000000000000001
0.8,1106.0,13.8,1109.0,129.0,658.0,135.0,1752.0,1106.0,28.5,32.1,1.2296,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,3,7,21,0.4338837391175582,-0.900968867902419,-0.7071067811865477,0.7071067811865474
0.8,1177.0,14.8,1142.0,133.0,601.0,134.0,1868.0,1226.0,27.6,40.5,1.4715,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,3,7,22,0.4338837391175582,-0.900968867902419,-0.5000000000000004,0.8660254037844384
0.8,1111.0,11.9,1046.0,98.0,651.0,105.0,1754.0,1106.0,26.3,45.6,1.5349,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,3,7,23,0.4338837391175582,-0.900968867902419,-0.2588190451025215,0.965925826289068
0.8,1083.0,11.1,1019.0,110.0,677.0,104.0,1720.0,1087.0,25.7,46.1,1.5025,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,4,7,0,-0.433883739117558,-0.9009688679024191,0.0,1.0
0.8,1005.0,8.0,900.0,62.0,747.0,81.0,1620.0,1000.0,25.1,46.3,1.4486,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,4,7,1,-0.433883739117558,-0.9009688679024191,0.2588190451025207,0.9659258262890684
0.8,942.0,5.6,791.0,55.0,841.0,69.0,1551.0,859.0,23.5,51.3,1.467,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,4,7,2,-0.433883739117558,-0.9009688679024191,0.4999999999999999,0.8660254037844387
0.8,907.0,7.1,863.0,55.0,782.0,69.0,1669.0,919.0,23.1,52.1,1.4518,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,4,7,3,-0.433883739117558,-0.9009688679024191,0.7071067811865475,0.7071067811865476
0.8,867.0,3.5,680.0,35.0,932.0,51.0,1477.0,777.0,23.7,51.2,1.4795,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,4,7,4,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001
0.8,882.0,4.1,716.0,52.0,894.0,52.0,1494.0,790.0,23.0,52.2,1.4516,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,4,7,5,-0.433883739117558,-0.9009688679024191,0.9659258262890684,0.2588190451025207
0.8,894.0,4.9,761.0,36.0,862.0,48.0,1504.0,768.0,23.0,49.9,1.3849,0.8,0.8,0.8,1.2,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,4,7,6,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17
0.8,1263.0,19.4,1279.0,182.0,559.0,105.0,2132.0,1388.0,23.0,50.9,1.4105,0.8,0.8,0.8,1.0,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,4,7,7,-0.433883739117558,-0.9009688679024191,0.9659258262890684,-0.2588190451025206
0.8,1380.0,26.3,1463.0,297.0,470.0,150.0,2322.0,1691.0,24.4,49.3,1.4814,0.8,0.8,0.8,1.5,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,4,7,8,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
0.8,1333.0,22.0,1350.0,237.0,511.0,160.0,2186.0,1655.0,26.8,46.6,1.6157,0.8,0.8,0.8,2.8,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,4,7,9,-0.433883739117558,-0.9009688679024191,0.7071067811865476,-0.7071067811865475
0.8,1264.0,18.1,1244.0,235.0,584.0,167.0,1972.0,1496.0,32.2,32.6,1.5412,0.8,0.8,0.8,3.4,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,4,7,10,-0.433883739117558,-0.9009688679024191,0.4999999999999999,-0.8660254037844387
0.8,1115.0,12.1,1053.0,158.0,686.0,141.0,1722.0,1086.0,34.8,26.0,1.4241,0.8,0.8,0.8,3.3,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,4,7,11,-0.433883739117558,-0.9009688679024191,0.258819045102521,-0.9659258262890682
0.8,1078.0,9.4,956.0,89.0,742.0,104.0,1628.0,763.0,36.1,24.8,1.4628,0.8,0.8,0.8,2.9,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,4,7,12,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0
0.8,1055.0,10.1,980.0,80.0,742.0,101.0,1610.0,688.0,37.7,21.8,1.3977,0.8,0.8,0.8,2.2,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,4,7,13,-0.433883739117558,-0.9009688679024191,-0.2588190451025208,-0.9659258262890684
0.8,1031.0,10.5,995.0,93.0,752.0,118.0,1580.0,694.0,36.9,21.8,1.3384,0.8,0.8,0.8,1.6,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,4,7,14,-0.433883739117558,-0.9009688679024191,-0.4999999999999998,-0.8660254037844388
0.8,1033.0,10.8,1006.0,96.0,749.0,121.0,1564.0,725.0,39.1,18.7,1.2884,0.8,0.8,0.8,0.9,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,4,7,15,-0.433883739117558,-0.9009688679024191,-0.7071067811865471,-0.7071067811865479
0.8,1043.0,9.6,962.0,98.0,777.0,124.0,1554.0,686.0,39.3,18.9,1.318,0.8,0.8,0.8,1.1,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,4,7,16,-0.433883739117558,-0.9009688679024191,-0.8660254037844384,-0.5000000000000004
0.8,1118.0,13.0,1084.0,104.0,684.0,127.0,1723.0,838.0,38.2,21.8,1.4312,0.8,0.8,0.8,1.0,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,4,7,17,-0.433883739117558,-0.9009688679024191,-0.9659258262890684,-0.2588190451025206
0.8,1137.0,15.5,1165.0,121.0,649.0,137.0,1840.0,974.0,36.6,23.3,1.4042,0.8,0.8,1.2,1.3,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,4,7,18,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210294e-16
0.8,1153.0,16.5,1194.0,116.0,628.0,137.0,1874.0,1038.0,33.3,28.7,1.4454,0.8,0.8,1.0,1.6,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,4,7,19,-0.433883739117558,-0.9009688679024191,-0.9659258262890684,0.2588190451025203
0.8,1145.0,14.5,1134.0,121.0,647.0,135.0,1828.0,1108.0,30.9,34.2,1.5064,0.8,0.8,1.5,1.8,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,4,7,20,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001
0.8,1149.0,13.2,1092.0,114.0,667.0,118.0,1808.0,1135.0,29.1,38.9,1.5384,0.8,0.8,2.8,2.2,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,4,7,21,-0.433883739117558,-0.9009688679024191,-0.7071067811865477,0.7071067811865474
0.8,1149.0,14.8,1143.0,112.0,620.0,111.0,1827.0,1143.0,28.1,40.3,1.5086,0.8,0.8,3.4,1.8,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,4,7,22,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
0.8,1052.0,10.7,1002.0,81.0,716.0,85.0,1667.0,908.0,27.0,41.6,1.4596,0.8,0.8,3.3,2.3,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,4,7,23,-0.433883739117558,-0.9009688679024191,-0.2588190451025215,0.965925826289068
0.8,1052.0,10.7,1002.0,220.0,716.0,158.0,1667.0,908.0,27.0,41.6,1.4596,0.8,1.2,2.9,2.0,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,5,7,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
0.8,935.0,6.4,832.0,81.0,809.0,77.0,1566.0,778.0,25.7,46.8,1.523,0.8,1.0,2.2,1.8,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,5,7,1,-0.9749279121818236,-0.2225209339563146,0.2588190451025207,0.9659258262890684
0.8,935.0,5.5,787.0,43.0,864.0,56.0,1588.0,728.0,25.1,51.1,1.6044,0.8,1.5,1.6,0.9,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,5,7,2,-0.9749279121818236,-0.2225209339563146,0.4999999999999999,0.8660254037844387
0.8,930.0,5.2,772.0,43.0,854.0,56.0,1613.0,728.0,23.7,56.5,1.6341,0.8,2.8,0.9,0.5,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,5,7,3,-0.9749279121818236,-0.2225209339563146,0.7071067811865475,0.7071067811865476
0.8,880.0,3.9,704.0,26.0,913.0,37.0,1529.0,676.0,23.8,55.3,1.6068,0.8,3.4,1.1,0.6,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,5,7,4,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001
0.8,916.0,4.7,748.0,40.0,878.0,49.0,1559.0,742.0,23.7,54.6,1.5823,1.2,3.3,1.0,0.4,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,5,7,5,-0.9749279121818236,-0.2225209339563146,0.9659258262890684,0.2588190451025207
1.2,975.0,7.3,871.0,72.0,771.0,71.0,1666.0,942.0,22.6,58.8,1.5903,1.0,2.9,1.3,0.4,0.8,0.8,0.8,1.1666666666666663,0.3511884584284254,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,5,7,6,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
1.0,948.0,6.4,829.0,68.0,801.0,71.0,1600.0,926.0,24.0,53.4,1.5748,1.5,2.2,1.6,0.4,1.2,0.8,0.8,0.9999999999999996,0.1999999999999999,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,5,7,7,-0.9749279121818236,-0.2225209339563146,0.9659258262890684,-0.2588190451025206
1.5,1069.0,9.2,947.0,89.0,728.0,86.0,1763.0,1039.0,25.2,51.0,1.6131,2.8,1.6,1.8,0.8,1.0,1.2,0.8,1.2333333333333332,0.2516611478423582,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,5,7,8,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998
2.8,1210.0,12.5,1067.0,151.0,642.0,125.0,1879.0,1158.0,27.3,47.1,1.6807,3.4,0.9,2.2,0.8,1.5,1.0,1.2,1.7666666666666664,0.9291573243177568,1.3333333333333333,0.2875181153713068,1.2249999999999996,0.3570714214271419,5,7,9,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,-0.7071067811865475
3.4,1272.0,15.7,1170.0,215.0,620.0,160.0,1957.0,1347.0,32.8,33.4,1.633,3.3,1.1,1.8,0.9,2.8,1.5,1.0,2.5666666666666664,0.971253485622231,1.7833333333333332,1.0628577828979129,1.2249999999999996,0.3570714214271419,5,7,10,-0.9749279121818236,-0.2225209339563146,0.4999999999999999,-0.8660254037844387
3.3,1240.0,15.9,1175.0,196.0,614.0,174.0,1895.0,1262.0,36.0,28.0,1.6304,2.9,1.0,2.3,0.7,3.4,2.8,1.5,3.166666666666666,0.3214550253664323,2.1999999999999997,1.089954127475097,1.2249999999999996,0.3570714214271419,5,7,11,-0.9749279121818236,-0.2225209339563146,0.258819045102521,-0.9659258262890682
2.9,1171.0,14.6,1135.0,161.0,654.0,146.0,1797.0,1073.0,38.5,23.8,1.5944,2.2,1.3,2.0,0.6,3.3,3.4,2.8,3.1999999999999993,0.2645751311064594,2.483333333333333,0.9948199167018454,1.2249999999999996,0.3570714214271419,5,7,12,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0
2.2,1072.0,11.7,1039.0,120.0,745.0,127.0,1611.0,817.0,39.8,20.5,1.4687,1.6,1.6,1.8,0.5,2.9,3.3,3.4,2.7999999999999994,0.556776436283002,2.683333333333333,0.7194905605125526,1.2249999999999996,0.3570714214271419,5,7,13,-0.9749279121818236,-0.2225209339563146,-0.2588190451025208,-0.9659258262890684
1.6,970.0,7.4,873.0,88.0,859.0,114.0,1423.0,606.0,38.1,22.0,1.4402,0.9,1.8,0.9,0.6,2.2,2.9,3.3,2.233333333333333,0.650640709864771,2.6999999999999997,0.6870225614927069,1.2249999999999996,0.3570714214271419,5,7,14,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388
0.9,938.0,6.1,816.0,38.0,917.0,65.0,1418.0,506.0,40.0,20.0,1.4517,1.1,2.2,0.5,0.7,1.6,2.2,2.9,1.5666666666666664,0.6506407098647712,2.3833333333333333,0.9988326519826364,1.2249999999999996,0.3570714214271419,5,7,15,-0.9749279121818236,-0.2225209339563146,-0.7071067811865471,-0.7071067811865479
1.1,976.0,6.9,852.0,47.0,866.0,77.0,1467.0,559.0,40.4,19.8,1.4724,1.0,1.8,0.6,0.9,0.9,1.6,2.2,1.1999999999999995,0.3605551275463989,2.0,0.9715966241192892,1.8916666666666664,0.9774347998095768,5,7,16,-0.9749279121818236,-0.2225209339563146,-0.8660254037844384,-0.5000000000000004
1.0,958.0,6.2,820.0,40.0,886.0,68.0,1452.0,530.0,39.1,20.7,1.427,1.3,2.3,0.4,0.9,1.1,0.9,1.6,0.9999999999999996,0.1000000000000001,1.6166666666666665,0.7935153852740762,1.908333333333333,0.9586527794332792,5,7,17,-0.9749279121818236,-0.2225209339563146,-0.9659258262890684,-0.2588190451025206
1.3,1014.0,8.1,903.0,58.0,816.0,92.0,1554.0,612.0,37.3,24.3,1.5222,1.6,2.0,0.4,1.2,1.0,1.1,0.9,1.133333333333333,0.1527525231651945,1.35,0.4847679857416314,1.9166666666666663,0.952349566582406,5,7,18,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210294e-16
1.6,1091.0,10.2,987.0,71.0,737.0,104.0,1711.0,774.0,34.0,30.9,1.6158,1.8,1.8,0.4,1.4,1.3,1.0,1.1,1.2999999999999998,0.2999999999999998,1.2499999999999998,0.3016620625799645,1.9666666666666663,0.9148604795102347,5,7,19,-0.9749279121818236,-0.2225209339563146,-0.9659258262890684,0.2588190451025203
1.8,1080.0,10.7,1004.0,90.0,724.0,114.0,1704.0,899.0,31.8,34.5,1.5911,2.2,0.9,0.8,1.5,1.6,1.3,1.0,1.5666666666666664,0.2516611478423577,1.2833333333333332,0.3544949458972089,1.9916666666666665,0.9049945588317928,5,7,20,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001
2.2,1128.0,13.0,1082.0,95.0,675.0,105.0,1817.0,1066.0,30.1,37.7,1.5799,1.8,0.5,0.8,1.7,1.8,1.6,1.3,1.8666666666666665,0.3055050463303887,1.5,0.4560701700396538,1.9416666666666664,0.8722576072086348,5,7,21,-0.9749279121818236,-0.2225209339563146,-0.7071067811865477,0.7071067811865474
1.8,1105.0,11.4,1027.0,85.0,684.0,85.0,1758.0,1040.0,28.6,42.3,1.6251,2.3,0.6,0.9,1.7,2.2,1.8,1.6,1.933333333333333,0.2309401076758494,1.6166666666666665,0.4215052391924275,1.808333333333333,0.7415687712034819,5,7,22,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384
2.3,1141.0,13.3,1095.0,119.0,642.0,92.0,1816.0,1139.0,27.7,44.6,1.6304,2.0,0.4,0.7,1.7,1.8,2.2,1.8,2.0999999999999996,0.264575131106458,1.8333333333333333,0.3723797345005038,1.7249999999999996,0.601702131079369,5,7,23,-0.9749279121818236,-0.2225209339563146,-0.2588190451025215,0.965925826289068
2.0,1104.0,11.2,1020.0,106.0,681.0,82.0,1771.0,1086.0,26.6,47.5,1.6265,1.8,0.4,0.6,1.9,2.3,1.8,2.2,2.0333333333333328,0.2516611478423571,1.95,0.2664582518894829,1.6499999999999997,0.4871064845315928,6,8,0,-0.7818314824680299,0.6234898018587334,0.0,1.0
1.8,1065.0,9.8,970.0,77.0,698.0,70.0,1724.0,1049.0,25.7,50.7,1.6491,0.9,0.4,0.5,1.2,2.0,2.3,1.8,2.0333333333333328,0.2516611478423571,1.9833333333333336,0.2228601953392885,1.6166666666666665,0.4589183594127175,6,8,1,-0.7818314824680299,0.6234898018587334,0.2588190451025207,0.9659258262890684
0.9,971.0,6.2,821.0,28.0,820.0,40.0,1637.0,811.0,25.1,53.9,1.689,0.5,0.8,0.6,0.7,1.8,2.0,2.3,1.5666666666666664,0.585946527708231,1.833333333333333,0.5006662228138281,1.558333333333333,0.5035480176314922,6,8,2,-0.7818314824680299,0.6234898018587334,0.4999999999999999,0.8660254037844387
0.5,891.0,3.6,691.0,28.0,941.0,40.0,1553.0,629.0,24.8,58.7,1.8089,0.6,0.8,0.7,0.3,0.9,1.8,2.0,1.0666666666666664,0.6658328118479389,1.5499999999999998,0.6949820141557613,1.5249999999999997,0.5610461008444197,6,8,3,-0.7818314824680299,0.6234898018587334,0.7071067811865475,0.7071067811865476
0.6,936.0,4.0,713.0,21.0,883.0,26.0,1584.0,723.0,23.5,63.6,1.8223,0.4,0.9,0.9,0.2,0.5,0.9,1.8,0.6666666666666664,0.2081665999466117,1.35,0.7765307463326862,1.4833333333333332,0.6117535649609438,6,8,4,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001
0.4,845.0,2.6,625.0,17.0,993.0,21.0,1513.0,646.0,24.3,59.4,1.7838,0.4,0.7,0.9,0.4,0.6,0.5,0.9,0.4999999999999997,0.0999999999999965,1.0333333333333332,0.694742158406027,1.433333333333333,0.6759953379792617,6,8,5,-0.7818314824680299,0.6234898018587334,0.9659258262890684,0.2588190451025207
0.4,872.0,2.6,627.0,24.0,997.0,30.0,1530.0,670.0,23.3,62.0,1.7547,0.4,0.6,1.2,0.8,0.4,0.6,0.5,0.4666666666666663,0.1154700538379221,0.7666666666666666,0.5391351098441511,1.3583333333333332,0.7391128998927552,6,8,6,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17
0.4,903.0,2.9,648.0,19.0,975.0,21.0,1559.0,603.0,24.1,63.1,1.8619,0.8,0.5,1.4,1.9,0.4,0.4,0.6,0.4,0.0,0.5333333333333332,0.1966384160500302,1.258333333333333,0.78330109540368,6,8,7,-0.7818314824680299,0.6234898018587334,0.9659258262890684,-0.2588190451025206
0.8,971.0,4.2,722.0,39.0,876.0,35.0,1624.0,687.0,25.0,60.7,1.892,0.8,0.6,1.5,1.9,0.4,0.4,0.4,0.5333333333333331,0.2309401076758488,0.5166666666666665,0.1602081978759663,1.1749999999999996,0.7735690602067081,6,8,8,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998
0.8,1006.0,5.5,789.0,46.0,824.0,36.0,1657.0,733.0,27.3,52.4,1.8707,0.9,0.7,1.7,1.9,0.8,0.4,0.4,0.6666666666666664,0.2309401076758488,0.5666666666666665,0.1966384160500303,1.0583333333333331,0.7076957915187371,6,8,9,-0.7818314824680299,0.6234898018587334,0.7071067811865476,-0.7071067811865475
0.9,1012.0,5.8,804.0,53.0,832.0,48.0,1638.0,766.0,32.4,37.3,1.7808,0.7,0.9,1.7,1.9,0.8,0.8,0.4,0.833333333333333,0.0577350269189571,0.6166666666666666,0.2401388487243679,0.9833333333333332,0.6685579234215203,6,8,10,-0.7818314824680299,0.6234898018587334,0.4999999999999999,-0.8660254037844387
0.7,975.0,4.5,737.0,32.0,896.0,39.0,1531.0,621.0,35.4,31.3,1.7736,0.6,0.9,1.7,1.9,0.9,0.8,0.8,0.7999999999999997,0.0999999999999968,0.6666666666666665,0.2160246899469246,0.8499999999999996,0.5265669257299831,6,8,11,-0.7818314824680299,0.6234898018587334,0.258819045102521,-0.9659258262890682
